"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"23-03","","121","628","325","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","1","1","5"
"23-03","","121","628","325","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","2","1","2"
"23-03","","121","628","325","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","41","7","60"
"23-03","","121","628","325","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","2","0","1"
"23-03","","121","628","325","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","100","12","92"
"23-03","","121","628","325","1","8","State Senator, Dist 12","","20","(R) MARIANO, Lynn Barry","","C","37","5","40"
"23-03","","121","628","325","1","8","State Senator, Dist 12","","21","(D) MORIWAKI, Sharon Y.","","C","99","14","107"
"23-03","","121","628","325","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","35","6","57"
"23-03","","121","628","325","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","40","8","43"
"23-03","","121","628","325","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","45","13","68"
"23-03","","121","628","325","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","59","3","55"
"23-03","","121","628","325","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","62","7","62"
"23-03","","121","628","325","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","26","5","39"
"23-03","","121","628","325","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","46","9","45"
"23-03","","121","628","325","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","45","7","39"
"23-03","","121","628","325","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","29","3","52"
"23-03","","121","628","325","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","58","6","58"
"23-03","","121","628","325","1","50","Constitutional Convention","","121","YES","","C","16","7","48"
"23-03","","121","628","325","1","50","Constitutional Convention","","122","NO","","C","111","13","99"
"23-03","","121","628","325","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","28","7","58"
"23-03","","121","628","325","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","94","12","83"
"23-03","","121","628","325","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","38","10","72"
"23-03","","121","628","325","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","85","9","77"
"23-04","","122","4060","2469","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","284","22","270"
"23-04","","122","4060","2469","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","897","94","818"
"23-04","","122","4060","2469","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","16","3","30"
"23-04","","122","4060","2469","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","971","96","804"
"23-04","","122","4060","2469","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","0","0","7"
"23-04","","122","4060","2469","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","180","13","208"
"23-04","","122","4060","2469","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","8","2","18"
"23-04","","122","4060","2469","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","29","3","34"
"23-04","","122","4060","2469","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","297","26","288"
"23-04","","122","4060","2469","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","6","0","10"
"23-04","","122","4060","2469","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","853","89","767"
"23-04","","122","4060","2469","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","201","22","237"
"23-04","","122","4060","2469","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","224","30","289"
"23-04","","122","4060","2469","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","335","37","362"
"23-04","","122","4060","2469","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","356","40","361"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","374","32","311"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","170","18","217"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","298","28","272"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","357","38","297"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","124","16","209"
"23-04","","122","4060","2469","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","411","46","368"
"23-04","","122","4060","2469","1","50","Constitutional Convention","","121","YES","","C","249","30","278"
"23-04","","122","4060","2469","1","50","Constitutional Convention","","122","NO","","C","887","84","768"
"23-04","","122","4060","2469","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","243","21","358"
"23-04","","122","4060","2469","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","757","82","573"
"23-04","","122","4060","2469","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","440","55","478"
"23-04","","122","4060","2469","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","618","55","503"
"23-05","","123","5428","3643","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","442","34","311"
"23-05","","123","5428","3643","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1549","130","1054"
"23-05","","123","5428","3643","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","16","3","25"
"23-05","","123","5428","3643","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","1671","136","1083"
"23-05","","123","5428","3643","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","10","2","10"
"23-05","","123","5428","3643","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","244","21","219"
"23-05","","123","5428","3643","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","13","4","9"
"23-05","","123","5428","3643","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","34","4","40"
"23-05","","123","5428","3643","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","399","36","320"
"23-05","","123","5428","3643","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","21","0","20"
"23-05","","123","5428","3643","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1539","127","999"
"23-05","","123","5428","3643","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","285","39","280"
"23-05","","123","5428","3643","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","370","35","328"
"23-05","","123","5428","3643","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","543","65","435"
"23-05","","123","5428","3643","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","590","61","511"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","592","65","391"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","263","35","270"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","458","40","357"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","560","60","392"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","271","30","211"
"23-05","","123","5428","3643","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","679","68","456"
"23-05","","123","5428","3643","1","50","Constitutional Convention","","121","YES","","C","367","33","357"
"23-05","","123","5428","3643","1","50","Constitutional Convention","","122","NO","","C","1514","129","969"
"23-05","","123","5428","3643","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","366","40","403"
"23-05","","123","5428","3643","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","1304","102","796"
"23-05","","123","5428","3643","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","659","63","598"
"23-05","","123","5428","3643","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","1088","94","659"
"24-01","","124","2641","1383","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","207","26","129"
"24-01","","124","2641","1383","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","612","78","305"
"24-01","","124","2641","1383","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","6","1","5"
"24-01","","124","2641","1383","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","622","73","302"
"24-01","","124","2641","1383","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","5","3","3"
"24-01","","124","2641","1383","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","161","24","99"
"24-01","","124","2641","1383","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","9","2","13"
"24-01","","124","2641","1383","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","21","5","11"
"24-01","","124","2641","1383","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","216","25","136"
"24-01","","124","2641","1383","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","7","1","10"
"24-01","","124","2641","1383","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","568","74","271"
"24-01","","124","2641","1383","1","8","State Senator, Dist 12","","20","(R) MARIANO, Lynn Barry","","C","181","19","110"
"24-01","","124","2641","1383","1","8","State Senator, Dist 12","","21","(D) MORIWAKI, Sharon Y.","","C","556","78","270"
"24-01","","124","2641","1383","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","176","27","139"
"24-01","","124","2641","1383","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","208","33","114"
"24-01","","124","2641","1383","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","257","38","150"
"24-01","","124","2641","1383","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","302","47","186"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","270","47","136"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","177","28","120"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","224","38","143"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","223","38","121"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","146","23","101"
"24-01","","124","2641","1383","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","336","40","153"
"24-01","","124","2641","1383","1","50","Constitutional Convention","","121","YES","","C","188","27","118"
"24-01","","124","2641","1383","1","50","Constitutional Convention","","122","NO","","C","573","73","245"
"24-01","","124","2641","1383","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","191","25","98"
"24-01","","124","2641","1383","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","515","65","163"
"24-01","","124","2641","1383","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","310","39","205"
"24-01","","124","2641","1383","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","412","60","182"
"24-02","","125","4882","2612","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","370","46","233"
"24-02","","125","4882","2612","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1067","153","664"
"24-02","","125","4882","2612","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","25","2","20"
"24-02","","125","4882","2612","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","1129","149","628"
"24-02","","125","4882","2612","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","6","1","17"
"24-02","","125","4882","2612","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","237","36","194"
"24-02","","125","4882","2612","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","24","6","22"
"24-02","","125","4882","2612","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","44","9","24"
"24-02","","125","4882","2612","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","374","50","279"
"24-02","","125","4882","2612","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","22","0","13"
"24-02","","125","4882","2612","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1017","141","591"
"24-02","","125","4882","2612","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","312","46","253"
"24-02","","125","4882","2612","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","364","44","280"
"24-02","","125","4882","2612","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","425","70","309"
"24-02","","125","4882","2612","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","534","77","376"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","457","65","285"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","288","44","249"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","367","52","204"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","398","58","218"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","270","41","202"
"24-02","","125","4882","2612","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","585","77","326"
"24-02","","125","4882","2612","1","50","Constitutional Convention","","121","YES","","C","314","47","286"
"24-02","","125","4882","2612","1","50","Constitutional Convention","","122","NO","","C","1063","144","569"
"24-02","","125","4882","2612","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","338","51","328"
"24-02","","125","4882","2612","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","915","117","421"
"24-02","","125","4882","2612","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","519","73","450"
"24-02","","125","4882","2612","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","798","109","397"
"24-03","","126","3795","2029","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","260","32","250"
"24-03","","126","3795","2029","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","730","94","601"
"24-03","","126","3795","2029","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","13","1","27"
"24-03","","126","3795","2029","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","783","96","600"
"24-03","","126","3795","2029","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","4","0","7"
"24-03","","126","3795","2029","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","172","25","180"
"24-03","","126","3795","2029","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","9","4","23"
"24-03","","126","3795","2029","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","29","3","24"
"24-03","","126","3795","2029","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","255","33","276"
"24-03","","126","3795","2029","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","13","1","8"
"24-03","","126","3795","2029","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","696","91","553"
"24-03","","126","3795","2029","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","221","26","250"
"24-03","","126","3795","2029","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","190","35","203"
"24-03","","126","3795","2029","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","344","46","324"
"24-03","","126","3795","2029","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","312","45","302"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","315","40","246"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","161","22","216"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","281","39","255"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","314","47","248"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","155","28","197"
"24-03","","126","3795","2029","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","354","50","274"
"24-03","","126","3795","2029","1","50","Constitutional Convention","","121","YES","","C","238","29","241"
"24-03","","126","3795","2029","1","50","Constitutional Convention","","122","NO","","C","715","90","592"
"24-03","","126","3795","2029","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","236","29","290"
"24-03","","126","3795","2029","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","615","78","470"
"24-03","","126","3795","2029","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","389","54","392"
"24-03","","126","3795","2029","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","513","69","398"
"24-04","","127","2652","1414","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","163","33","138"
"24-04","","127","2652","1414","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","588","85","375"
"24-04","","127","2652","1414","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","7","0","7"
"24-04","","127","2652","1414","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","568","80","344"
"24-04","","127","2652","1414","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","5","3","7"
"24-04","","127","2652","1414","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","121","28","124"
"24-04","","127","2652","1414","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","13","5","18"
"24-04","","127","2652","1414","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","18","3","18"
"24-04","","127","2652","1414","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","211","36","188"
"24-04","","127","2652","1414","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","7","1","12"
"24-04","","127","2652","1414","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","520","78","302"
"24-04","","127","2652","1414","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","168","29","158"
"24-04","","127","2652","1414","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","220","40","183"
"24-04","","127","2652","1414","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","284","46","224"
"24-04","","127","2652","1414","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","249","42","204"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","255","40","195"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","134","28","144"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","225","40","156"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","287","53","164"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","138","25","151"
"24-04","","127","2652","1414","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","301","43","204"
"24-04","","127","2652","1414","1","50","Constitutional Convention","","121","YES","","C","140","27","139"
"24-04","","127","2652","1414","1","50","Constitutional Convention","","122","NO","","C","552","84","325"
"24-04","","127","2652","1414","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","151","30","125"
"24-04","","127","2652","1414","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","463","66","186"
"24-04","","127","2652","1414","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","299","57","233"
"24-04","","127","2652","1414","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","372","54","236"
"25-01","","128","383","243","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","52","2","0"
"25-01","","128","383","243","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","182","4","0"
"25-01","","128","383","243","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","2","0","0"
"25-01","","128","383","243","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","176","4","0"
"25-01","","128","383","243","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","5","0","0"
"25-01","","128","383","243","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","37","2","0"
"25-01","","128","383","243","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","6","0","0"
"25-01","","128","383","243","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","7","0","0"
"25-01","","128","383","243","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","62","2","0"
"25-01","","128","383","243","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","3","0","0"
"25-01","","128","383","243","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","165","4","0"
"25-01","","128","383","243","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","68","1","0"
"25-01","","128","383","243","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","60","3","0"
"25-01","","128","383","243","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","86","1","0"
"25-01","","128","383","243","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","86","4","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","81","5","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","54","2","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","65","2","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","63","1","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","61","2","0"
"25-01","","128","383","243","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","106","3","0"
"25-01","","128","383","243","1","50","Constitutional Convention","","121","YES","","C","61","3","0"
"25-01","","128","383","243","1","50","Constitutional Convention","","122","NO","","C","163","3","0"
"25-01","","128","383","243","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","70","3","0"
"25-01","","128","383","243","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","136","3","0"
"25-01","","128","383","243","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","101","3","0"
"25-01","","128","383","243","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","107","3","0"
"25-02","","129","5412","2952","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","399","53","268"
"25-02","","129","5412","2952","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1139","212","827"
"25-02","","129","5412","2952","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","25","4","23"
"25-02","","129","5412","2952","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","1149","208","772"
"25-02","","129","5412","2952","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","12","1","5"
"25-02","","129","5412","2952","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","261","36","223"
"25-02","","129","5412","2952","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","31","8","47"
"25-02","","129","5412","2952","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","58","10","46"
"25-02","","129","5412","2952","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","394","50","310"
"25-02","","129","5412","2952","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","21","3","8"
"25-02","","129","5412","2952","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1053","202","736"
"25-02","","129","5412","2952","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","318","70","298"
"25-02","","129","5412","2952","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","368","68","298"
"25-02","","129","5412","2952","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","499","99","389"
"25-02","","129","5412","2952","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","526","98","410"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","449","81","379"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","279","54","305"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","463","116","316"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","470","102","244"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","279","59","282"
"25-02","","129","5412","2952","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","612","95","400"
"25-02","","129","5412","2952","1","50","Constitutional Convention","","121","YES","","C","373","61","374"
"25-02","","129","5412","2952","1","50","Constitutional Convention","","122","NO","","C","1074","197","698"
"25-02","","129","5412","2952","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","379","72","415"
"25-02","","129","5412","2952","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","905","156","533"
"25-02","","129","5412","2952","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","147","YES","","C","589","113","553"
"25-02","","129","5412","2952","1","63","HONOLULU: Honolulu Authority for Rapid Transportation","","148","NO","","C","802","132","473"
"25-03","","130","441","243","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","34","2","22"
"25-03","","130","441","243","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","94","12","69"
"25-03","","130","441","243","1","2","U.S. Representative, Dist I","","3","(G) BURD, Zachary B.","","C","1","0","5"
"25-03","","130","441","243","1","2","U.S. Representative, Dist I","","4","(D) CASE, Ed","","C","93","10","56"
"25-03","","130","441","243","1","2","U.S. Representative, Dist I","","5","(N) GRIFFIN, Calvin C. (G)","","C","0","0","3"
"25-03","","130","441","243","1","2","U.S. Representative, Dist I","","6","(R) CAVASSO, Cam","","C","27","2","25"
"25-03","","130","441","243","1","2","U.S. Representative, Dist I","","7","(L) TIPPENS, Michelle Rose","","C","4","1","1"
"25-03","","130","441","243","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","3","0","5"
