"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"01-01","","1","2912","1472","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","142","24","153"
"01-01","","1","2912","1472","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","541","86","500"
"01-01","","1","2912","1472","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","574","89","548"
"01-01","","1","2912","1472","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","98","18","101"
"01-01","","1","2912","1472","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","14","2","19"
"01-01","","1","2912","1472","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","208","33","239"
"01-01","","1","2912","1472","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","9","2","0"
"01-01","","1","2912","1472","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","448","74","402"
"01-01","","1","2912","1472","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","133","28","160"
"01-01","","1","2912","1472","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","263","49","282"
"01-01","","1","2912","1472","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","136","38","171"
"01-01","","1","2912","1472","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","297","43","271"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","151","32","153"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","192","34","201"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","207","31","165"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","146","35","121"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","253","44","231"
"01-01","","1","2912","1472","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","326","41","269"
"01-01","","1","2912","1472","1","50","Constitutional Convention","","121","YES","","C","171","31","172"
"01-01","","1","2912","1472","1","50","Constitutional Convention","","122","NO","","C","478","75","444"
"01-01","","1","2912","1472","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","177","27","204"
"01-01","","1","2912","1472","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","454","70","346"
"01-01","","1","2912","1472","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","495","87","465"
"01-01","","1","2912","1472","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","134","19","136"
"01-01","","1","2912","1472","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","482","89","449"
"01-01","","1","2912","1472","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","139","15","150"
"01-02","","2","940","519","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","65","3","54"
"01-02","","2","940","519","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","185","28","174"
"01-02","","2","940","519","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","202","32","175"
"01-02","","2","940","519","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","42","1","46"
"01-02","","2","940","519","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","7","3","9"
"01-02","","2","940","519","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","71","4","74"
"01-02","","2","940","519","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","4","0","1"
"01-02","","2","940","519","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","168","26","145"
"01-02","","2","940","519","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","59","9","52"
"01-02","","2","940","519","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","74","10","88"
"01-02","","2","940","519","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","55","9","63"
"01-02","","2","940","519","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","88","10","90"
"01-02","","2","940","519","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","42","8","50"
"01-02","","2","940","519","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","73","9","51"
"01-02","","2","940","519","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","56","10","44"
"01-02","","2","940","519","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","54","15","47"
"01-02","","2","940","519","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","80","7","76"
"01-02","","2","940","519","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","98","13","84"
"01-02","","2","940","519","1","50","Constitutional Convention","","121","YES","","C","61","9","46"
"01-02","","2","940","519","1","50","Constitutional Convention","","122","NO","","C","173","22","171"
"01-02","","2","940","519","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","78","10","87"
"01-02","","2","940","519","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","153","17","128"
"01-02","","2","940","519","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","174","25","170"
"01-02","","2","940","519","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","52","4","42"
"01-02","","2","940","519","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","167","26","169"
"01-02","","2","940","519","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","59","3","41"
"01-03","","3","1042","575","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","55","7","49"
"01-03","","3","1042","575","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","227","31","194"
"01-03","","3","1042","575","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","227","31","192"
"01-03","","3","1042","575","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","45","7","47"
"01-03","","3","1042","575","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","10","3","10"
"01-03","","3","1042","575","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","71","9","74"
"01-03","","3","1042","575","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","2","0","1"
"01-03","","3","1042","575","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","197","25","166"
"01-03","","3","1042","575","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","54","10","58"
"01-03","","3","1042","575","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","105","15","95"
"01-03","","3","1042","575","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","69","9","71"
"01-03","","3","1042","575","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","96","16","89"
"01-03","","3","1042","575","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","55","12","63"
"01-03","","3","1042","575","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","88","13","85"
"01-03","","3","1042","575","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","76","10","62"
"01-03","","3","1042","575","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","70","8","38"
"01-03","","3","1042","575","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","89","13","79"
"01-03","","3","1042","575","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","129","13","76"
"01-03","","3","1042","575","1","50","Constitutional Convention","","121","YES","","C","62","13","81"
"01-03","","3","1042","575","1","50","Constitutional Convention","","122","NO","","C","197","22","155"
"01-03","","3","1042","575","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","70","13","102"
"01-03","","3","1042","575","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","193","21","128"
"01-03","","3","1042","575","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","217","30","199"
"01-03","","3","1042","575","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","46","7","38"
"01-03","","3","1042","575","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","213","29","190"
"01-03","","3","1042","575","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","44","8","42"
"01-04","","4","324","192","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","17","5","21"
"01-04","","4","324","192","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","64","14","69"
"01-04","","4","324","192","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","70","15","66"
"01-04","","4","324","192","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","13","3","21"
"01-04","","4","324","192","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","6","0","1"
"01-04","","4","324","192","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","23","3","26"
"01-04","","4","324","192","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","0","0","0"
"01-04","","4","324","192","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","53","16","62"
"01-04","","4","324","192","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","19","4","20"
"01-04","","4","324","192","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","24","7","29"
"01-04","","4","324","192","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","23","4","25"
"01-04","","4","324","192","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","24","9","25"
"01-04","","4","324","192","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","15","6","19"
"01-04","","4","324","192","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","22","4","23"
"01-04","","4","324","192","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","25","5","28"
"01-04","","4","324","192","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","25","8","17"
"01-04","","4","324","192","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","22","4","19"
"01-04","","4","324","192","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","19","4","21"
"01-04","","4","324","192","1","50","Constitutional Convention","","121","YES","","C","26","4","32"
"01-04","","4","324","192","1","50","Constitutional Convention","","122","NO","","C","51","13","54"
"01-04","","4","324","192","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","21","3","26"
"01-04","","4","324","192","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","51","12","48"
"01-04","","4","324","192","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","71","18","68"
"01-04","","4","324","192","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","8","1","16"
"01-04","","4","324","192","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","70","17","64"
"01-04","","4","324","192","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","8","1","18"
"01-05","","5","1848","1015","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","80","23","91"
"01-05","","5","1848","1015","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","398","63","347"
"01-05","","5","1848","1015","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","401","65","351"
"01-05","","5","1848","1015","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","61","21","75"
"01-05","","5","1848","1015","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","10","1","15"
"01-05","","5","1848","1015","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","93","23","131"
"01-05","","5","1848","1015","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","5","3","4"
"01-05","","5","1848","1015","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","371","58","285"
"01-05","","5","1848","1015","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","75","14","107"
"01-05","","5","1848","1015","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","166","34","160"
"01-05","","5","1848","1015","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","130","22","104"
"01-05","","5","1848","1015","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","136","28","178"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","119","24","108"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","128","27","142"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","106","17","83"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","113","17","79"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","133","30","146"
"01-05","","5","1848","1015","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","209","35","167"
"01-05","","5","1848","1015","1","50","Constitutional Convention","","121","YES","","C","104","19","129"
"01-05","","5","1848","1015","1","50","Constitutional Convention","","122","NO","","C","336","64","288"
"01-05","","5","1848","1015","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","133","16","122"
"01-05","","5","1848","1015","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","277","53","267"
"01-05","","5","1848","1015","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","351","63","292"
"01-05","","5","1848","1015","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","81","20","111"
"01-05","","5","1848","1015","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","360","62","290"
"01-05","","5","1848","1015","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","65","20","112"
"01-06","","6","1438","811","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","84","14","95"
"01-06","","6","1438","811","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","302","65","232"
"01-06","","6","1438","811","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","304","62","253"
"01-06","","6","1438","811","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","63","14","73"
"01-06","","6","1438","811","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","15","1","13"
"01-06","","6","1438","811","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","82","18","107"
"01-06","","6","1438","811","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","1","0","5"
"01-06","","6","1438","811","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","285","61","211"
"01-06","","6","1438","811","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","70","19","70"
"01-06","","6","1438","811","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","103","22","117"
"01-06","","6","1438","811","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","87","32","101"
"01-06","","6","1438","811","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","106","15","91"
"01-06","","6","1438","811","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","80","22","74"
"01-06","","6","1438","811","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","82","24","96"
"01-06","","6","1438","811","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","88","14","74"
"01-06","","6","1438","811","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","87","16","70"
"01-06","","6","1438","811","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","95","18","92"
"01-06","","6","1438","811","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","140","28","96"
"01-06","","6","1438","811","1","50","Constitutional Convention","","121","YES","","C","90","26","99"
"01-06","","6","1438","811","1","50","Constitutional Convention","","122","NO","","C","279","47","218"
"01-06","","6","1438","811","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","103","18","110"
"01-06","","6","1438","811","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","238","51","191"
"01-06","","6","1438","811","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","274","64","229"
"01-06","","6","1438","811","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","73","9","77"
"01-06","","6","1438","811","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","274","63","226"
"01-06","","6","1438","811","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","67","9","76"
"01-07","","7","1702","816","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","86","21","60"
"01-07","","7","1702","816","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","260","113","261"
"01-07","","7","1702","816","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","274","108","251"
"01-07","","7","1702","816","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","65","22","55"
"01-07","","7","1702","816","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","17","2","14"
"01-07","","7","1702","816","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","92","24","86"
"01-07","","7","1702","816","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","6","3","1"
"01-07","","7","1702","816","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","231","104","222"
"01-07","","7","1702","816","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","55","14","52"
"01-07","","7","1702","816","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","254","111","247"
"01-07","","7","1702","816","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","63","27","99"
"01-07","","7","1702","816","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","102","53","118"
"01-07","","7","1702","816","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","75","45","102"
"01-07","","7","1702","816","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","100","45","123"
"01-07","","7","1702","816","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","81","30","75"
"01-07","","7","1702","816","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","81","31","105"
"01-07","","7","1702","816","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","79","30","74"
"01-07","","7","1702","816","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","76","28","55"
"01-07","","7","1702","816","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","94","38","122"
"01-07","","7","1702","816","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","113","49","124"
"01-07","","7","1702","816","1","50","Constitutional Convention","","121","YES","","C","100","39","84"
"01-07","","7","1702","816","1","50","Constitutional Convention","","122","NO","","C","226","93","221"
"01-07","","7","1702","816","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","102","33","108"
"01-07","","7","1702","816","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","218","94","187"
"01-07","","7","1702","816","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","272","109","224"
"01-07","","7","1702","816","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","50","21","86"
"01-07","","7","1702","816","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","257","107","223"
"01-07","","7","1702","816","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","58","23","81"
"01-08","","8","4744","2775","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","297","62","211"
"01-08","","8","4744","2775","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1181","236","715"
"01-08","","8","4744","2775","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","1174","223","753"
"01-08","","8","4744","2775","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","249","52","160"
"01-08","","8","4744","2775","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","35","6","26"
"01-08","","8","4744","2775","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","331","67","258"
"01-08","","8","4744","2775","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","11","2","10"
"01-08","","8","4744","2775","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1114","217","635"
"01-08","","8","4744","2775","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","164","42","140"
"01-08","","8","4744","2775","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","1172","228","714"
"01-08","","8","4744","2775","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","227","64","237"
"01-08","","8","4744","2775","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","477","93","293"
"01-08","","8","4744","2775","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","375","84","267"
"01-08","","8","4744","2775","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","406","99","297"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","347","66","206"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","329","74","217"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","364","79","192"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","379","81","191"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","377","95","272"
"01-08","","8","4744","2775","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","580","127","341"
"01-08","","8","4744","2775","1","50","Constitutional Convention","","121","YES","","C","288","57","229"
"01-08","","8","4744","2775","1","50","Constitutional Convention","","122","NO","","C","1123","226","656"
"01-08","","8","4744","2775","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","331","67","284"
"01-08","","8","4744","2775","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","1035","190","518"
"01-08","","8","4744","2775","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","1096","220","682"
"01-08","","8","4744","2775","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","281","59","177"
"01-08","","8","4744","2775","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","1085","220","679"
"01-08","","8","4744","2775","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","268","57","167"
"01-09","","9","1950","1122","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","120","25","126"
"01-09","","9","1950","1122","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","438","94","293"
"01-09","","9","1950","1122","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","454","91","335"
"01-09","","9","1950","1122","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","80","25","80"
"01-09","","9","1950","1122","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","13","3","8"
"01-09","","9","1950","1122","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","159","41","182"
"01-09","","9","1950","1122","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","2","0","6"
"01-09","","9","1950","1122","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","386","75","226"
"01-09","","9","1950","1122","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","60","22","74"
"01-09","","9","1950","1122","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","443","88","309"
"01-09","","9","1950","1122","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","124","40","149"
"01-09","","9","1950","1122","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","180","38","145"
"01-09","","9","1950","1122","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","158","38","158"
"01-09","","9","1950","1122","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","169","43","147"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","151","29","126"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","134","28","130"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","153","33","116"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","130","34","93"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","121","41","160"
"01-09","","9","1950","1122","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","223","53","169"
"01-09","","9","1950","1122","1","50","Constitutional Convention","","121","YES","","C","104","31","104"
"01-09","","9","1950","1122","1","50","Constitutional Convention","","122","NO","","C","439","82","299"
"01-09","","9","1950","1122","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","119","28","131"
"01-09","","9","1950","1122","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","396","72","264"
"01-09","","9","1950","1122","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","414","87","308"
"01-09","","9","1950","1122","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","109","26","87"
"01-09","","9","1950","1122","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","422","89","304"
"01-09","","9","1950","1122","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","91","24","89"
"02-01","","10","4280","2043","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","219","47","120"
"02-01","","10","4280","2043","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","897","203","510"
"02-01","","10","4280","2043","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","897","213","508"
"02-01","","10","4280","2043","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","168","33","101"
"02-01","","10","4280","2043","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","40","5","26"
"02-01","","10","4280","2043","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","231","57","166"
"02-01","","10","4280","2043","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","12","3","9"
